feature,VIF
vol20d,16.226109744225305
hyig_diff_bps,624.6852642282412
FGI,85.06486910496719
ig_level_pct,169.79425818472131
dxy_ma_gap20,13.78276364862892
vix_ma_gap20,1.3294638908732606
hy_vol_20d_bps,15.918221746248841
fgi_hyig_inter,156.60292222487064
yc_slope_sq,3.2727287951703183
vix_yc_inter,3.5724621541972104
dxy_vix_inter,14.44738565039833
