,vol20d,hyig_diff_bps,FGI,ig_level_pct,dxy_ma_gap20,vix_ma_gap20,hy_vol_20d_bps,fgi_hyig_inter,yc_slope_sq,vix_yc_inter,dxy_vix_inter
2023-08-18,0.37229727155609993,0.07374224129889308,-0.16796471518798306,0.07645706473170795,0.1528299605886031,0.22320398482051895,-0.0004982238500269624,0.15220738618323704,-0.19213720096727058,-0.029457496444736355,0.13165547542147796
2023-08-21,0.37478838745811466,0.08059329412226997,-0.16752873455789002,0.07994668602106185,0.15444918592491266,0.22345309641072042,0.0002491119250134812,0.15307927792078424,-0.19606098571614924,-0.02690409306713887,0.13364836814308975
2023-08-22,0.37422685453084914,0.07396211328722163,-0.16061650971433358,0.07437336891678495,0.14272052419074852,0.21217242329277872,0.010323944823212259,0.145849184138835,-0.18565267385945672,-0.04010696910479822,0.12207266229555037
2023-08-23,0.37369906784627327,0.06809306122582794,-0.15302660962955691,0.06869227334497849,0.1298893462601616,0.19980074657056804,0.01860953444677545,0.13806262717945572,-0.1751649023929405,-0.0529365912592358,0.1095194778243957
2023-08-24,0.37320591764233835,0.062047491309696896,-0.14575797086920098,0.06283667957310278,0.11833666560760109,0.1935211995494299,0.02963159143789068,0.13046745483847388,-0.16573059519915234,-0.06539169088852545,0.09887713917559836
2023-08-25,0.3723673513152849,0.05810730729067617,-0.13728923727944023,0.0583265482796791,0.10807797270440228,0.18821569394585683,0.03911640462145111,0.12230226509888772,-0.156092706751587,-0.0770898122210701,0.08750378753623168
2023-08-28,0.3711784331402424,0.06160165085965329,-0.129642114882783,0.054734644566975466,0.10181076540992033,0.19091912184393206,0.04155416762519206,0.11508780987437986,-0.14688343361884668,-0.08993830019304884,0.08151244352882021
2023-08-29,0.36976225580127997,0.0673218435807578,-0.122313780228184,0.05175273804158714,0.1002375292540089,0.19059248520128452,0.043380704767961936,0.10806672607876909,-0.13746502737101612,-0.10383135176226978,0.08098576307206096
2023-08-30,0.36553434405696456,0.06640095665669406,-0.11595234049216512,0.04861538377545796,0.09452918164932975,0.1839608852438492,0.042651107883912937,0.10123992173957548,-0.1271858599704613,-0.11685502452095277,0.07246161842470805
2023-08-31,0.36117266139837845,0.06327108810781638,-0.1071975547895465,0.04531897339622355,0.09045538806851232,0.18013210708621966,0.04243752030584985,0.09305107663392766,-0.11739094110438383,-0.12835081235784182,0.06722509471949696
2023-09-01,0.35667409659741683,0.05861210842087835,-0.09913850058973261,0.04244726739555868,0.08543209376871339,0.17706437768870853,0.042096084447309286,0.08556273908592632,-0.10801989524535882,-0.13738337174490292,0.061414515077432626
2023-09-04,0.3520353627910837,0.051541690565328355,-0.090602824544612,0.03810182620689297,0.07917841244424598,0.17424503037067068,0.03821052900303037,0.07720890396488611,-0.09704168959448893,-0.14877160712287552,0.0555430654459636
2023-09-05,0.3472529850895421,0.04544912773291775,-0.07999363018986969,0.03397301737213346,0.07312327458514802,0.1728668559975902,0.034150662846430015,0.06797106154000516,-0.08693376728508205,-0.15516428980909444,0.04855068366764571
2023-09-06,0.33390980399993064,0.023649414392111254,-0.07140637013645675,0.015268240536883644,0.07787925992401944,0.1580704571655458,0.013409254463878709,0.053438861793842746,-0.07517524860974419,-0.15238996023396376,0.04921123718693339
2023-09-07,0.32017029079874654,0.0027084602878035867,-0.06414022701433812,-0.0024455867845946796,0.08052147400117023,0.14512360818750697,-0.007200043037255069,0.04194521290369609,-0.06500218562887725,-0.1369329811725214,0.046965355221355226
2023-09-08,0.3072234418207077,-0.018232568939816205,-0.058195200823513774,-0.020556369683836038,0.07906825625873729,0.13415841976733117,-0.027941451419806373,0.03137634036103251,-0.05357390440080176,-0.1331017641401981,0.04220936988248381
2023-09-11,0.29533347847352914,-0.041948168899995565,-0.052778621405207164,-0.040386247519336706,0.07523704584686865,0.11658769615427844,-0.04881497068377521,0.02107168963193552,-0.04326867312687123,-0.11566312109651952,0.03626438820889455
